element,web_name,first_name,second_name,team_id,element_type,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,now_cost,selected_by_percent,form,minutes,starts,transfers_in_event,transfers_out_event,ep_this,ep_next,team,snapshot_time,snapshot_date,next_gw,current_gw,next_deadline,hours_to_deadline
122,Minteh,Yankuba,Minteh,5,3,a,NA,NA,,NA,60,0.7,0.0,2389,26,0,0,NA,2.1,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
123,Hinshelwood,Jack,Hinshelwood,5,3,a,NA,NA,,NA,60,0.3,0.0,1736,20,0,0,NA,2.1,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
124,Groß,Pascal,Groß,5,3,a,NA,NA,,NA,55,6.9,0.0,1636,18,0,0,NA,2.0,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
125,Georginio,Georginio,Rutter,5,4,a,NA,NA,,NA,55,0.7,0.0,1776,20,0,0,NA,1.8,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
126,O'Riley,Matt,O'Riley,5,3,a,NA,NA,,NA,55,0.1,0.0,202,2,0,0,NA,2.0,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
127,Gomez,Diego,Gómez Amarilla,5,3,a,NA,NA,,NA,50,1.8,0.0,2117,26,0,0,NA,1.5,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
128,Buonanotte,Facundo,Buonanotte,5,3,a,NA,NA,,NA,50,0.1,0.0,81,1,0,0,NA,1.5,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
129,Ayari,Yasin,Ayari,5,3,a,NA,NA,,NA,55,0.5,0.0,1921,20,0,0,NA,2.0,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
130,Wieffer,Mats,Wieffer,5,2,a,NA,NA,,NA,50,0.3,0.0,1901,23,0,0,NA,2.2,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
131,Baleba,Carlos,Baleba,5,3,a,NA,NA,,NA,50,0.6,0.0,1646,23,0,0,NA,1.5,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
132,Howell,Harry,Howell,5,3,a,NA,NA,,NA,45,0.3,0.0,92,1,0,0,NA,1.0,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
133,Watson,Tom,Watson,5,3,u,NA,0,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,50,0.0,0.0,57,0,0,0,NA,0.0,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
134,Oriola,Nehemiah,Oriola,5,3,a,NA,NA,,NA,45,0.2,0.0,1,0,0,0,NA,1.0,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
135,Yohanna,Zadok,Yohanna,5,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
137,Tzimas,Stefanos,Tzimas,5,4,d,NA,75,Knee injury - 75% chance of playing,2026-07-23T12:01:23.432796Z,55,0.0,0.0,132,1,0,0,NA,1.3,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
138,Kostoulas,Charalampos,Kostoulas,5,4,a,NA,NA,,NA,55,0.3,0.0,351,2,0,0,NA,1.8,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
139,Ferguson,Evan,Ferguson,5,4,i,NA,0,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,50,0.0,0.0,0,0,0,0,NA,0.0,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
328,Struijk,Pascal,Struijk,5,2,a,NA,NA,,NA,50,0.5,0.0,2935,33,0,0,NA,2.2,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
504,Vuskovic,Luka,Vušković,5,2,a,NA,NA,,NA,50,3.0,0.0,0,0,0,0,NA,2.2,BHA,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
40,Rogers,Morgan,Rogers,6,3,a,NA,NA,,NA,75,30.8,0.0,3280,37,0,0,NA,2.6,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
136,Welbeck,Danny,Welbeck,6,4,a,NA,NA,,NA,60,2.8,0.0,2249,26,0,0,NA,2.0,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
140,Sánchez,Robert,Lynch Sánchez,6,1,a,NA,NA,,NA,50,2.0,0.0,3040,35,0,0,NA,2.6,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
141,Jörgensen,Filip,Jörgensen,6,1,a,NA,NA,,NA,50,0.1,0.0,378,3,0,0,NA,2.6,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
142,James,Reece,James,6,2,a,NA,NA,,NA,55,8.0,0.0,1957,20,0,0,NA,2.5,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
143,Chalobah,Trevoh,Chalobah,6,2,a,NA,NA,,NA,55,2.1,0.0,2780,31,0,0,NA,2.5,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
144,Gusto,Malo,Gusto,6,2,a,NA,NA,,NA,50,1.2,0.0,2255,26,0,0,NA,2.2,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
145,Fofana,Wesley,Fofana,6,2,s,NA,0,Suspended until 6 Sep,2026-07-23T12:01:23.464591Z,50,0.0,0.0,1718,20,0,0,NA,0.0,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
146,B.Badiashile,Benoît,Badiashile Mukinayi,6,2,a,NA,NA,,NA,45,0.0,0.0,470,6,0,0,NA,1.7,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
147,Tosin,Tosin,Adarabioyo,6,2,a,NA,NA,,NA,45,0.1,0.0,788,8,0,0,NA,1.7,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
148,Hato,Jorrel,Hato,6,2,a,NA,NA,,NA,45,1.2,0.0,1139,12,0,0,NA,1.7,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
149,Colwill,Levi,Samuels Colwill,6,2,a,NA,NA,,NA,50,1.9,0.0,225,2,0,0,NA,2.2,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
150,M.Sarr,Mamadou,Sarr,6,2,a,NA,NA,,NA,45,0.1,0.0,100,1,0,0,NA,1.7,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
151,Acheampong,Josh,Acheampong,6,2,a,NA,NA,,NA,45,0.2,0.0,657,8,0,0,NA,1.7,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
152,Palestra,Marco,Palestra,6,2,a,NA,NA,,NA,55,1.5,0.0,0,0,0,0,NA,2.5,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
153,Disasi,Axel,Disasi,6,2,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.7,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
154,Palmer,Cole,Palmer,6,3,a,NA,NA,,NA,95,12.7,0.0,1954,24,0,0,NA,3.2,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
155,Enzo,Enzo,Fernández,6,3,a,NA,NA,,NA,70,5.4,0.0,3114,35,0,0,NA,2.5,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
156,Neto,Pedro,Lomba Neto,6,3,a,NA,NA,,NA,65,1.3,0.0,2629,30,0,0,NA,2.3,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
157,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,6,3,a,NA,NA,,NA,65,1.7,0.0,839,12,0,0,NA,2.3,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
158,Gittens,Jamie,Bynoe-Gittens,6,3,a,NA,NA,,NA,60,0.1,0.0,486,5,0,0,NA,2.1,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
159,Caicedo,Moisés,Caicedo Corozo,6,3,a,NA,NA,,NA,55,3.8,0.0,2796,32,0,0,NA,2.0,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
161,Lavia,Roméo,Lavia,6,3,a,NA,NA,,NA,50,0.0,0.0,374,4,0,0,NA,1.5,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
163,D.Essugo,Dário,Luís Essugo,6,3,a,NA,NA,,NA,45,0.2,0.0,26,0,0,0,NA,1.0,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
164,Quenda,Geovany,Quenda,6,3,d,NA,75,Unspecified injury - 75% chance of playing,2026-07-24T20:30:10.609931Z,55,0.0,0.0,0,0,0,0,NA,1.5,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
165,João Pedro,João Pedro,Junqueira de Jesus,6,4,a,NA,NA,,NA,75,54.7,0.0,2658,31,0,0,NA,2.3,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
166,N.Jackson,Nicolas,Jackson,6,4,a,NA,NA,,NA,65,0.4,0.0,0,0,0,0,NA,2.1,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
167,Delap,Liam,Delap,6,4,a,NA,NA,,NA,55,0.5,0.0,1092,12,0,0,NA,1.8,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
168,Marc Guiu,Marc,Guiu Paz,6,4,a,NA,NA,,NA,50,0.4,0.0,265,1,0,0,NA,1.4,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
169,Mheuka,Shumaira,Mheuka,6,4,a,NA,NA,,NA,45,0.4,0.0,1,0,0,0,NA,1.0,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
170,Emegha,Emmanuel,Emegha,6,4,d,NA,75,Hamstring injury - 75% chance of playing,2026-07-24T20:30:10.622380Z,50,0.2,0.0,0,0,0,0,NA,1.0,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
200,Lacroix,Maxence,Lacroix,6,2,a,NA,NA,,NA,60,12.0,0.0,3085,35,0,0,NA,2.8,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
560,Penders,Mike,Penders,6,1,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.9,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
561,Anselmino,Aaron,Anselmino,6,2,a,NA,NA,,NA,45,0.0,0.0,0,0,0,0,NA,1.7,CHE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
104,Onyeka,Frank,Onyeka,7,3,a,NA,NA,,NA,50,0.2,0.0,88,0,0,0,NA,1.5,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
171,Dovin,Oliver,Dovin,7,1,a,NA,NA,,NA,40,3.0,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
172,Wilson,Ben,Wilson,7,1,a,NA,NA,,NA,45,0.7,0.0,0,0,0,0,NA,1.9,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
173,Thomas,Bobby,Thomas,7,2,a,NA,NA,,NA,40,8.7,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
174,Kitching,Liam,Kitching,7,2,a,NA,NA,,NA,40,0.4,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
175,van Ewijk,Milan,van Ewijk,7,2,a,NA,NA,,NA,40,16.7,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
176,Dasilva,Jay,Dasilva,7,2,a,NA,NA,,NA,40,0.4,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
177,Kesler-Hayden,Kaine,Kesler-Hayden,7,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
178,Bidwell,Jake,Bidwell,7,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
179,Latibeaudiere,Joel,Latibeaudiere,7,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
180,Woolfenden,Luke,Woolfenden,7,2,a,NA,NA,,NA,40,0.3,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
181,Brau,Miguel,Brau,7,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
182,Amenda,Aurèle,Amenda,7,2,a,NA,NA,,NA,40,0.5,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
183,Rudoni,Jack,Rudoni,7,3,d,NA,75,Shoulder injury - 75% chance of playing,2026-07-23T12:01:23.481435Z,50,0.3,0.0,0,0,0,0,NA,1.1,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
184,Grimes,Matt,Grimes,7,3,a,NA,NA,,NA,50,0.2,0.0,0,0,0,0,NA,1.5,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
185,Sakamoto,Tatsuhiro,Sakamoto,7,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
186,Mason-Clark,Ephron,Mason-Clark,7,3,a,NA,NA,,NA,55,0.3,0.0,0,0,0,0,NA,2.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
187,Eccles,Josh,Eccles,7,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
188,Torp,Victor,Torp,7,3,a,NA,NA,,NA,55,0.2,0.0,0,0,0,0,NA,2.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
189,Shepherd,George,Shepherd,7,3,a,NA,NA,,NA,45,0.3,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
190,Tchaouna,Loum,Tchaouna,7,3,a,NA,NA,,NA,55,0.1,0.0,0,0,0,0,NA,2.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
191,Borges Rodrigues,Raphael,Borges Rodrigues,7,3,a,NA,NA,,NA,45,0.2,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
192,Andrews,Kaine,Andrews,7,3,a,NA,NA,,NA,45,0.7,0.0,0,0,0,0,NA,1.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
193,Wright,Haji,Wright,7,4,a,NA,NA,,NA,55,1.8,0.0,0,0,0,0,NA,1.8,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
194,Thomas-Asante,Brandon,Thomas-Asante,7,4,a,NA,NA,,NA,50,0.9,0.0,0,0,0,0,NA,1.4,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
195,Simms,Ellis,Simms,7,4,a,NA,NA,,NA,50,0.6,0.0,0,0,0,0,NA,1.4,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
196,Markelo,Jahnoah,Markelo,7,4,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.4,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
197,Bassette,Norman,Bassette,7,4,u,NA,0,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,45,0.6,0.0,0,0,0,0,NA,0.0,COV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
198,Henderson,Dean,Henderson,8,1,a,NA,NA,,NA,50,3.1,0.0,3330,37,0,0,NA,2.6,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
199,Benitez,Walter,Benítez,8,1,a,NA,NA,,NA,45,0.1,0.0,90,1,0,0,NA,1.9,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
201,Muñoz,Daniel,Muñoz Mejía,8,2,a,NA,NA,,NA,55,11.9,0.0,2400,29,0,0,NA,2.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
202,Richards,Chris,Richards,8,2,a,NA,NA,,NA,50,0.8,0.0,2825,31,0,0,NA,2.2,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
203,Canvot,Jaydee,Canvot,8,2,a,NA,NA,,NA,50,0.6,0.0,1331,14,0,0,NA,2.2,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
204,Mitchell,Tyrick,Mitchell,8,2,a,NA,NA,,NA,45,7.1,0.0,3253,36,0,0,NA,1.7,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
205,Sosa,Borna,Sosa,8,2,a,NA,NA,,NA,45,0.0,0.0,99,0,0,0,NA,1.7,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
206,Chadi Riad,Chadi,Riad Dnanou,8,2,a,NA,NA,,NA,45,0.1,0.0,550,6,0,0,NA,1.7,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
207,Mingueza,Oscar,Mingueza,8,2,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.7,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
208,Sarr,Ismaïla,Sarr,8,3,a,NA,NA,,NA,65,10.0,0.0,2173,24,0,0,NA,2.3,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
209,Johnson,Brennan,Johnson,8,3,a,NA,NA,,NA,60,0.2,0.0,1710,19,0,0,NA,2.1,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
210,Wharton,Adam,Wharton,8,3,d,NA,75,Ankle injury - 75% chance of playing,2026-07-23T12:01:23.498963Z,55,0.2,0.0,2552,29,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
211,Yeremy,Yéremy,Pino Santos,8,3,a,NA,NA,,NA,55,0.2,0.0,2074,26,0,0,NA,2.0,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
212,Hughes,Will,Hughes,8,3,a,NA,NA,,NA,45,11.1,0.0,1560,19,0,0,NA,1.0,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
213,Lerma,Jefferson,Lerma Solís,8,3,a,NA,NA,,NA,50,0.1,0.0,1722,18,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
214,Kamada,Daichi,Kamada,8,3,a,NA,NA,,NA,50,0.3,0.0,1899,22,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
215,Devenny,Justin,Devenny,8,3,a,NA,NA,,NA,50,0.0,0.0,785,7,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
216,Esse,Romain,Esse,8,3,a,NA,NA,,NA,50,0.1,0.0,40,0,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
217,M.França,Matheus,França de Oliveira,8,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
218,Doucouré,Cheick,Doucouré,8,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
219,J.Rak-Sakyi,Jesurun,Rak-Sakyi,8,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
220,Cardines,Rio,Cardines,8,2,a,NA,NA,,NA,45,0.0,0.0,90,1,0,0,NA,1.7,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
221,Drakes-Thomas,Joél,Drakes-Thomas,8,3,a,NA,NA,,NA,45,0.1,0.0,7,0,0,0,NA,1.0,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
222,Strand Larsen,Jørgen,Strand Larsen,8,4,a,NA,NA,,NA,60,0.6,0.0,2301,26,0,0,NA,2.0,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
223,Mateta,Jean-Philippe,Mateta,8,4,a,NA,NA,,NA,65,7.1,0.0,2210,25,0,0,NA,2.1,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
224,Nketiah,Eddie,Nketiah,8,4,a,NA,NA,,NA,55,0.5,0.0,414,2,0,0,NA,1.8,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
225,Uche,Christantus,Uche,8,4,u,NA,0,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,50,0.0,0.0,159,0,0,0,NA,0.0,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
555,Matthews,Remi,Matthews,8,1,a,NA,NA,,NA,40,1.7,0.0,0,0,0,0,NA,1.0,CRY,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
226,Pickford,Jordan,Pickford,9,1,a,NA,NA,,NA,55,9.0,0.0,3420,38,0,0,NA,3.3,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
227,Travers,Mark,Travers,9,1,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,2.6,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
228,King,Tom,King,9,1,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.9,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
229,Tarkowski,James,Tarkowski,9,2,a,NA,NA,,NA,60,9.9,0.0,3330,37,0,0,NA,2.8,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
230,Branthwaite,Jarrad,Branthwaite,9,2,a,NA,NA,,NA,55,1.9,0.0,678,7,0,0,NA,2.5,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
231,Keane,Michael,Keane,9,2,a,NA,NA,,NA,50,1.5,0.0,2588,29,0,0,NA,2.2,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
232,O'Brien,Jake,O'Brien,9,2,a,NA,NA,,NA,50,0.5,0.0,3118,35,0,0,NA,2.2,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
233,Mykolenko,Vitalii,Mykolenko,9,2,a,NA,NA,,NA,45,1.4,0.0,2959,33,0,0,NA,1.7,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
234,Patterson,Nathan,Patterson,9,2,a,NA,NA,,NA,45,0.0,0.0,238,3,0,0,NA,1.7,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
235,Aznou,Adam,Aznou,9,2,a,NA,NA,,NA,40,0.2,0.0,0,0,0,0,NA,1.0,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
236,Dewsbury-Hall,Kiernan,Dewsbury-Hall,9,3,a,NA,NA,,NA,65,4.0,0.0,2629,30,0,0,NA,2.3,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
237,Ndiaye,Iliman,Ndiaye,9,3,a,NA,NA,,NA,60,17.1,0.0,2781,32,0,0,NA,2.1,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
239,Garner,James,Garner,9,3,i,NA,0,Groin injury - Expected back 22 Aug,2026-07-25T14:30:10.455878Z,60,0.8,0.0,3413,38,0,0,NA,0.0,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
240,Iroegbunam,Tim,Iroegbunam,9,3,a,NA,NA,,NA,50,0.1,0.0,1477,17,0,0,NA,1.5,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
